Accession	Coverage	Count_Good	Count_Raw
CP047905.1	364	3	3
CP047906.1	364	13	13
CP047907.1	364	3	3
CP047909.1	364	5	5
CP047910.1	364	4	4
CP047911.1	364	5	5
CP047912.1	364	2	2
CP047913.1	364	44	44
CP047914.1	364	14	14
CP047915.1	364	46	46
CP047902.1	365	2	2
CP047903.1	365	16	16
CP047904.1	365	1	1
CP047905.1	365	8	8
CP047906.1	365	9	9
CP047907.1	365	5	5
CP047908.1	365	1	1
CP047909.1	365	8	8
CP047910.1	365	1	1
CP047911.1	365	3	3
CP047912.1	365	4	4
CP047913.1	365	24	24
CP047914.1	365	19	19
CP047915.1	365	29	29
CP047902.1	366	3	3
CP047903.1	366	17	17
CP047904.1	366	5	5
CP047905.1	366	4	4
CP047906.1	366	17	17
CP047907.1	366	2	2
CP047909.1	366	6	6
CP047910.1	366	5	5
CP047911.1	366	5	5
CP047912.1	366	3	3
CP047913.1	366	43	43
CP047914.1	366	13	13
CP047915.1	366	35	35
CP047902.1	367	5	5
CP047903.1	367	15	15
CP047904.1	367	4	4
CP047905.1	367	10	10
CP047906.1	367	16	16
CP047907.1	367	3	3
CP047908.1	367	1	1
CP047909.1	367	4	4
CP047910.1	367	2	2
CP047911.1	367	4	4
CP047912.1	367	7	7
CP047913.1	367	36	36
CP047914.1	367	29	29
CP047915.1	367	45	45
CP047902.1	368	2	2
CP047903.1	368	24	24
CP047904.1	368	1	1
CP047905.1	368	3	3
CP047906.1	368	17	17
CP047907.1	368	4	4
CP047908.1	368	4	4
CP047909.1	368	9	9
CP047910.1	368	2	2
CP047911.1	368	4	4
CP047912.1	368	3	3
CP047913.1	368	49	49
CP047914.1	368	16	16
CP047915.1	368	30	30
CP047902.1	369	3	3
CP047903.1	369	20	20
CP047904.1	369	3	3
CP047905.1	369	9	9
CP047906.1	369	15	15
CP047907.1	369	2	2
CP047908.1	369	2	2
CP047909.1	369	4	4
CP047910.1	369	3	3
CP047911.1	369	2	2
CP047912.1	369	8	8
CP047913.1	369	31	31
CP047914.1	369	20	20
CP047915.1	369	25	25
CP047902.1	37	377	377
CP047903.1	37	198	198
CP047904.1	37	406	406
CP047905.1	37	445	445
CP047906.1	37	268	268
CP047907.1	37	348	348
CP047908.1	37	436	436
CP047909.1	37	320	320
CP047910.1	37	343	343
CP047911.1	37	250	250
CP047912.1	37	367	367
CP047913.1	37	98	98
CP047914.1	37	297	297
CP047915.1	37	347	347
CP047902.1	370	4	4
CP047903.1	370	10	10
CP047904.1	370	2	2
CP047905.1	370	7	7
CP047906.1	370	13	13
CP047907.1	370	3	3
CP047908.1	370	2	2
CP047909.1	370	7	7
CP047910.1	370	1	1
CP047911.1	370	5	5
CP047912.1	370	3	3
CP047913.1	370	48	48
CP047914.1	370	18	18
CP047915.1	370	21	21
CP047902.1	371	5	5
CP047903.1	371	17	17
CP047904.1	371	2	2
CP047905.1	371	3	3
CP047906.1	371	10	10
CP047909.1	371	6	6
CP047911.1	371	3	3
CP047912.1	371	1	1
CP047913.1	371	29	29
CP047914.1	371	21	21
CP047915.1	371	26	26
CP047902.1	372	3	3
CP047903.1	372	17	17
CP047904.1	372	2	2
CP047905.1	372	3	3
CP047906.1	372	17	17
CP047907.1	372	4	4
CP047908.1	372	2	2
CP047909.1	372	9	9
CP047910.1	372	2	2
CP047911.1	372	4	4
CP047912.1	372	1	1
CP047913.1	372	33	33
CP047914.1	372	24	24
CP047915.1	372	19	19
CP047902.1	373	3	3
CP047903.1	373	18	18
CP047904.1	373	4	4
CP047905.1	373	1	1
CP047906.1	373	19	19
CP047907.1	373	3	3
CP047908.1	373	2	2
CP047909.1	373	6	6
CP047910.1	373	1	1
CP047911.1	373	5	5
CP047912.1	373	4	4
CP047913.1	373	33	33
CP047914.1	373	19	19
CP047915.1	373	15	15
CP047902.1	374	7	7
CP047903.1	374	19	19
CP047904.1	374	6	6
CP047905.1	374	6	6
CP047906.1	374	24	24
CP047907.1	374	1	1
CP047908.1	374	2	2
CP047909.1	374	12	12
CP047910.1	374	2	2
CP047911.1	374	2	2
CP047912.1	374	2	2
CP047913.1	374	21	21
CP047914.1	374	22	22
CP047915.1	374	21	21
CP047902.1	375	7	7
CP047903.1	375	8	8
CP047904.1	375	2	2
CP047905.1	375	2	2
CP047906.1	375	16	16
CP047907.1	375	4	4
CP047908.1	375	1	1
CP047909.1	375	9	9
CP047910.1	375	1	1
CP047911.1	375	6	6
CP047912.1	375	8	8
CP047913.1	375	14	14
CP047914.1	375	13	13
CP047915.1	375	11	11
CP047902.1	376	9	9
CP047903.1	376	16	16
CP047904.1	376	3	3
CP047905.1	376	9	9
CP047906.1	376	10	10
CP047907.1	376	3	3
CP047909.1	376	6	6
CP047910.1	376	2	2
CP047911.1	376	8	8
CP047912.1	376	11	11
CP047913.1	376	14	14
CP047914.1	376	15	15
CP047915.1	376	13	13
CP047902.1	377	12	12
CP047903.1	377	23	23
CP047904.1	377	1	1
CP047905.1	377	3	3
CP047906.1	377	18	18
CP047907.1	377	4	4
CP047908.1	377	2	2
CP047909.1	377	13	13
CP047910.1	377	1	1
CP047912.1	377	1	1
CP047913.1	377	14	14
CP047914.1	377	7	7
CP047915.1	377	14	14
CP047902.1	378	9	9
CP047903.1	378	15	15
CP047904.1	378	1	1
CP047905.1	378	8	8
CP047906.1	378	18	18
CP047907.1	378	2	2
CP047908.1	378	2	2
CP047909.1	378	11	11
CP047910.1	378	2	2
CP047911.1	378	4	4
CP047913.1	378	17	17
CP047914.1	378	21	21
CP047915.1	378	16	16
CP047902.1	379	8	8
CP047903.1	379	13	13
CP047904.1	379	5	5
CP047905.1	379	4	4
CP047906.1	379	7	7
CP047907.1	379	3	3
CP047908.1	379	1	1
CP047909.1	379	8	8
CP047911.1	379	4	4
CP047912.1	379	1	1
CP047913.1	379	14	14
CP047914.1	379	19	19
CP047915.1	379	17	17
CP047902.1	38	322	322
CP047903.1	38	180	180
CP047904.1	38	318	318
CP047905.1	38	453	453
CP047906.1	38	305	305
CP047907.1	38	387	387
CP047908.1	38	470	470
CP047909.1	38	289	289
CP047910.1	38	295	295
CP047911.1	38	257	257
CP047912.1	38	286	286
CP047913.1	38	110	110
CP047914.1	38	276	276
CP047915.1	38	308	308
CP047902.1	380	9	9
CP047903.1	380	10	10
CP047904.1	380	4	4
CP047905.1	380	4	4
CP047906.1	380	6	6
CP047907.1	380	1	1
CP047908.1	380	1	1
CP047909.1	380	1	1
CP047910.1	380	4	4
CP047911.1	380	1	1
CP047912.1	380	5	5
CP047913.1	380	10	10
CP047914.1	380	17	17
CP047915.1	380	10	10
CP047902.1	381	8	8
CP047903.1	381	21	21
CP047904.1	381	3	3
CP047905.1	381	3	3
CP047906.1	381	12	12
CP047907.1	381	1	1
CP047909.1	381	3	3
CP047910.1	381	3	3
CP047911.1	381	4	4
CP047912.1	381	3	3
CP047913.1	381	17	17
CP047914.1	381	28	28
CP047915.1	381	12	12
CP047902.1	382	8	8
CP047903.1	382	22	22
CP047904.1	382	6	6
CP047905.1	382	4	4
CP047906.1	382	11	11
CP047907.1	382	1	1
CP047909.1	382	4	4
CP047911.1	382	3	3
CP047912.1	382	1	1
CP047913.1	382	19	19
CP047914.1	382	32	32
CP047915.1	382	17	17
CP047902.1	383	7	7
CP047903.1	383	20	20
CP047904.1	383	5	5
CP047905.1	383	2	2
CP047906.1	383	7	7
CP047907.1	383	3	3
CP047908.1	383	3	3
CP047909.1	383	7	7
CP047911.1	383	2	2
CP047912.1	383	5	5
CP047913.1	383	13	13
CP047914.1	383	33	33
CP047915.1	383	16	16
CP047902.1	384	3	3
CP047903.1	384	28	28
CP047904.1	384	7	7
CP047905.1	384	1	1
CP047906.1	384	10	10
CP047907.1	384	7	7
CP047908.1	384	4	4
CP047909.1	384	6	6
CP047911.1	384	5	5
CP047912.1	384	4	4
CP047913.1	384	17	17
CP047914.1	384	18	18
CP047915.1	384	13	13
CP047902.1	385	6	6
CP047903.1	385	27	27
CP047904.1	385	5	5
CP047906.1	385	13	13
CP047907.1	385	1	1
CP047908.1	385	6	6
CP047909.1	385	11	11
CP047911.1	385	2	2
CP047912.1	385	6	6
CP047913.1	385	15	15
CP047914.1	385	22	22
CP047915.1	385	11	11
CP047902.1	386	2	2
CP047903.1	386	27	27
CP047904.1	386	6	6
CP047906.1	386	9	9
CP047907.1	386	4	4
CP047908.1	386	1	1
CP047909.1	386	9	9
CP047910.1	386	3	3
CP047911.1	386	1	1
CP047912.1	386	7	7
CP047913.1	386	18	18
CP047914.1	386	22	22
CP047915.1	386	9	9
CP047902.1	387	2	2
CP047903.1	387	23	23
CP047904.1	387	7	7
CP047905.1	387	2	2
CP047906.1	387	8	8
CP047907.1	387	6	6
CP047908.1	387	4	4
CP047909.1	387	4	4
CP047911.1	387	2	2
CP047912.1	387	6	6
CP047913.1	387	10	10
CP047914.1	387	10	10
CP047915.1	387	13	13
CP047902.1	388	5	5
CP047903.1	388	24	24
CP047904.1	388	5	5
CP047905.1	388	2	2
CP047906.1	388	9	9
CP047907.1	388	5	5
CP047908.1	388	2	2
CP047909.1	388	5	5
CP047910.1	388	3	3
CP047911.1	388	3	3
CP047912.1	388	5	5
CP047913.1	388	15	15
CP047914.1	388	9	9
CP047915.1	388	7	7
CP047902.1	389	4	4
CP047903.1	389	33	33
CP047904.1	389	7	7
CP047905.1	389	2	2
CP047906.1	389	10	10
CP047907.1	389	7	7
CP047908.1	389	3	3
CP047909.1	389	4	4
CP047910.1	389	6	6
CP047911.1	389	2	2
CP047912.1	389	6	6
CP047913.1	389	7	7
CP047914.1	389	11	11
CP047915.1	389	18	18
CP047902.1	39	272	272
CP047903.1	39	196	196
CP047904.1	39	339	339
CP047905.1	39	447	447
CP047906.1	39	261	261
CP047907.1	39	376	376
CP047908.1	39	446	446
CP047909.1	39	257	257
CP047910.1	39	235	235
CP047911.1	39	206	206
CP047912.1	39	392	392
CP047913.1	39	99	99
CP047914.1	39	338	338
CP047915.1	39	269	269
CP047902.1	390	3	3
CP047903.1	390	23	23
CP047904.1	390	1	1
CP047905.1	390	2	2
CP047906.1	390	9	9
CP047907.1	390	6	6
CP047908.1	390	2	2
CP047909.1	390	1	1
CP047911.1	390	3	3
CP047912.1	390	3	3
CP047913.1	390	9	9
CP047914.1	390	5	5
CP047915.1	390	12	12
CP047902.1	391	6	6
CP047903.1	391	19	19
CP047904.1	391	3	3
CP047905.1	391	4	4
CP047906.1	391	5	5
CP047907.1	391	9	9
CP047908.1	391	2	2
CP047909.1	391	5	5
CP047910.1	391	4	4
CP047911.1	391	6	6
CP047912.1	391	6	6
CP047913.1	391	13	13
CP047914.1	391	5	5
CP047915.1	391	14	14
CP047902.1	392	4	4
CP047903.1	392	22	22
CP047904.1	392	5	5
CP047905.1	392	2	2
CP047906.1	392	9	9
CP047907.1	392	7	7
CP047909.1	392	6	6
CP047910.1	392	5	5
CP047911.1	392	3	3
CP047912.1	392	4	4
CP047913.1	392	10	10
CP047914.1	392	5	5
CP047915.1	392	12	12
CP047902.1	393	3	3
CP047903.1	393	15	15
CP047904.1	393	4	4
CP047905.1	393	1	1
CP047906.1	393	8	8
CP047907.1	393	6	6
CP047909.1	393	1	1
CP047910.1	393	2	2
CP047912.1	393	6	6
CP047913.1	393	9	9
CP047914.1	393	5	5
CP047915.1	393	6	6
CP047902.1	394	3	3
CP047903.1	394	18	18
CP047904.1	394	4	4
CP047905.1	394	3	3
CP047906.1	394	13	13
CP047907.1	394	7	7
CP047908.1	394	1	1
CP047909.1	394	2	2
CP047910.1	394	2	2
CP047911.1	394	4	4
CP047912.1	394	4	4
CP047913.1	394	9	9
CP047914.1	394	5	5
CP047915.1	394	9	9
CP047902.1	395	4	4
CP047903.1	395	9	9
CP047904.1	395	4	4
CP047905.1	395	5	5
CP047906.1	395	14	14
CP047907.1	395	8	8
CP047908.1	395	2	2
CP047909.1	395	4	4
CP047910.1	395	5	5
CP047911.1	395	2	2
CP047912.1	395	1	1
CP047913.1	395	10	10
CP047914.1	395	5	5
CP047915.1	395	12	12
CP047902.1	396	5	5
CP047903.1	396	11	11
CP047904.1	396	5	5
CP047905.1	396	3	3
CP047906.1	396	13	13
CP047907.1	396	8	8
CP047909.1	396	4	4
CP047910.1	396	7	7
CP047911.1	396	4	4
CP047912.1	396	7	7
CP047913.1	396	6	6
CP047915.1	396	6	6
CP047902.1	397	6	6
CP047903.1	397	8	8
CP047904.1	397	5	5
CP047905.1	397	3	3
CP047906.1	397	19	19
CP047907.1	397	8	8
CP047908.1	397	3	3
CP047909.1	397	1	1
CP047910.1	397	7	7
CP047911.1	397	3	3
CP047912.1	397	3	3
CP047913.1	397	8	8
CP047914.1	397	5	5
CP047915.1	397	13	13
CP047902.1	398	1	1
CP047903.1	398	15	15
CP047904.1	398	3	3
CP047905.1	398	5	5
CP047906.1	398	17	17
CP047907.1	398	6	6
CP047908.1	398	4	4
CP047909.1	398	4	4
CP047910.1	398	7	7
CP047911.1	398	3	3
CP047912.1	398	3	3
CP047913.1	398	5	5
CP047914.1	398	5	5
CP047915.1	398	10	10
CP047902.1	399	2	2
CP047903.1	399	4	4
CP047904.1	399	3	3
CP047905.1	399	3	3
CP047906.1	399	18	18
CP047907.1	399	6	6
CP047908.1	399	4	4
CP047909.1	399	3	3
CP047910.1	399	8	8
CP047911.1	399	1	1
CP047912.1	399	3	3
CP047913.1	399	4	4
CP047914.1	399	2	2
CP047915.1	399	6	6
CP047902.1	4	982	982
CP047903.1	4	760	760
CP047904.1	4	994	994
CP047905.1	4	849	849
CP047906.1	4	672	672
CP047907.1	4	677	677
CP047908.1	4	834	834
CP047909.1	4	294	294
CP047910.1	4	1239	1239
CP047911.1	4	409	409
CP047912.1	4	1476	1476
CP047913.1	4	464	464
CP047914.1	4	419	419
CP047915.1	4	1196	1196
CP047902.1	40	269	269
CP047903.1	40	184	184
CP047904.1	40	330	330
CP047905.1	40	379	379
CP047906.1	40	245	245
CP047907.1	40	403	403
CP047908.1	40	430	430
CP047909.1	40	324	324
CP047910.1	40	280	280
CP047911.1	40	225	225
CP047912.1	40	362	362
CP047913.1	40	104	104
CP047914.1	40	320	320
CP047915.1	40	229	229
CP047902.1	400	1	1
CP047903.1	400	16	16
CP047904.1	400	3	3
CP047906.1	400	14	14
CP047907.1	400	2	2
CP047908.1	400	2	2
CP047909.1	400	1	1
CP047910.1	400	6	6
CP047911.1	400	2	2
CP047912.1	400	7	7
CP047913.1	400	7	7
CP047915.1	400	12	12
CP047902.1	401	5	5
CP047903.1	401	14	14
CP047904.1	401	3	3
CP047905.1	401	1	1
CP047906.1	401	14	14
CP047907.1	401	1	1
CP047908.1	401	4	4
CP047909.1	401	2	2
CP047910.1	401	7	7
CP047911.1	401	3	3
CP047913.1	401	5	5
CP047914.1	401	2	2
CP047915.1	401	13	13
CP047902.1	402	1	1
CP047903.1	402	11	11
CP047904.1	402	5	5
CP047905.1	402	1	1
CP047906.1	402	13	13
CP047908.1	402	3	3
CP047909.1	402	3	3
CP047910.1	402	7	7
CP047911.1	402	5	5
CP047912.1	402	4	4
CP047913.1	402	10	10
CP047915.1	402	12	12
CP047902.1	403	3	3
CP047903.1	403	8	8
CP047904.1	403	4	4
CP047905.1	403	2	2
CP047906.1	403	14	14
CP047907.1	403	2	2
CP047908.1	403	7	7
CP047909.1	403	1	1
CP047910.1	403	14	14
CP047911.1	403	3	3
CP047912.1	403	6	6
CP047913.1	403	5	5
CP047914.1	403	7	7
CP047915.1	403	13	13
CP047902.1	404	1	1
CP047903.1	404	9	9
CP047904.1	404	5	5
CP047905.1	404	2	2
CP047906.1	404	8	8
CP047907.1	404	3	3
CP047908.1	404	8	8
CP047910.1	404	6	6
CP047911.1	404	1	1
CP047912.1	404	4	4
CP047913.1	404	8	8
CP047914.1	404	2	2
CP047915.1	404	12	12
CP047902.1	405	3	3
CP047903.1	405	11	11
CP047904.1	405	7	7
CP047905.1	405	1	1
CP047906.1	405	14	14
CP047907.1	405	1	1
CP047908.1	405	7	7
CP047910.1	405	9	9
CP047911.1	405	1	1
CP047912.1	405	1	1
CP047913.1	405	13	13
CP047914.1	405	4	4
CP047915.1	405	15	15
CP047902.1	406	2	2
CP047903.1	406	14	14
CP047904.1	406	2	2
CP047906.1	406	7	7
CP047907.1	406	1	1
CP047908.1	406	5	5
CP047909.1	406	2	2
CP047910.1	406	14	14
CP047911.1	406	5	5
CP047912.1	406	8	8
CP047913.1	406	9	9
CP047914.1	406	4	4
CP047915.1	406	10	10
CP047902.1	407	1	1
CP047903.1	407	20	20
CP047904.1	407	1	1
CP047905.1	407	1	1
CP047906.1	407	10	10
CP047907.1	407	1	1
CP047908.1	407	7	7
CP047910.1	407	7	7
CP047911.1	407	1	1
CP047912.1	407	2	2
CP047913.1	407	6	6
CP047914.1	407	4	4
CP047915.1	407	16	16
CP047902.1	408	2	2
CP047903.1	408	12	12
CP047904.1	408	2	2
CP047905.1	408	1	1
CP047906.1	408	8	8
CP047907.1	408	3	3
CP047908.1	408	2	2
CP047909.1	408	1	1
CP047910.1	408	6	6
CP047911.1	408	3	3
CP047912.1	408	4	4
CP047913.1	408	14	14
CP047914.1	408	1	1
CP047915.1	408	14	14
CP047902.1	409	4	4
CP047903.1	409	9	9
CP047904.1	409	8	8
CP047905.1	409	1	1
CP047906.1	409	10	10
CP047907.1	409	1	1
CP047908.1	409	2	2
CP047909.1	409	6	6
CP047910.1	409	9	9
CP047911.1	409	3	3
CP047912.1	409	4	4
CP047913.1	409	12	12
CP047914.1	409	4	4
CP047915.1	409	20	20
CP047902.1	41	310	310
CP047903.1	41	198	198
CP047904.1	41	323	323
CP047905.1	41	388	388
CP047906.1	41	302	302
CP047907.1	41	354	354
CP047908.1	41	501	501
CP047909.1	41	289	289
CP047910.1	41	346	346
CP047911.1	41	206	206
CP047912.1	41	384	384
CP047913.1	41	123	123
CP047914.1	41	301	301
CP047915.1	41	313	313
CP047902.1	410	1	1
CP047903.1	410	19	19
CP047904.1	410	2	2
CP047905.1	410	1	1
CP047906.1	410	17	17
CP047908.1	410	2	2
CP047909.1	410	3	3
CP047910.1	410	5	5
CP047911.1	410	2	2
CP047912.1	410	5	5
CP047913.1	410	11	11
CP047914.1	410	3	3
CP047915.1	410	12	12
CP047902.1	411	2	2
CP047903.1	411	6	6
CP047904.1	411	6	6
CP047905.1	411	1	1
CP047906.1	411	24	24
CP047907.1	411	4	4
CP047908.1	411	2	2
CP047909.1	411	2	2
CP047910.1	411	4	4
CP047911.1	411	1	1
CP047912.1	411	4	4
CP047913.1	411	4	4
CP047914.1	411	2	2
CP047915.1	411	8	8
CP047902.1	412	1	1
CP047903.1	412	17	17
CP047904.1	412	2	2
CP047905.1	412	4	4
CP047906.1	412	16	16
CP047907.1	412	3	3
CP047908.1	412	1	1
CP047909.1	412	2	2
CP047910.1	412	11	11
CP047911.1	412	4	4
CP047912.1	412	3	3
CP047913.1	412	7	7
CP047914.1	412	2	2
CP047915.1	412	12	12
CP047902.1	413	2	2
CP047903.1	413	17	17
CP047904.1	413	3	3
CP047906.1	413	17	17
CP047908.1	413	1	1
CP047909.1	413	2	2
CP047910.1	413	6	6
CP047911.1	413	4	4
CP047913.1	413	7	7
CP047914.1	413	2	2
CP047915.1	413	7	7
CP047902.1	414	1	1
CP047903.1	414	15	15
CP047904.1	414	6	6
CP047905.1	414	1	1
CP047906.1	414	15	15
CP047907.1	414	4	4
CP047909.1	414	4	4
CP047910.1	414	2	2
CP047911.1	414	3	3
CP047912.1	414	2	2
CP047913.1	414	2	2
CP047914.1	414	1	1
CP047915.1	414	11	11
CP047902.1	415	4	4
CP047903.1	415	6	6
CP047904.1	415	12	12
CP047905.1	415	3	3
CP047906.1	415	11	11
CP047907.1	415	3	3
CP047908.1	415	3	3
CP047909.1	415	3	3
CP047910.1	415	5	5
CP047911.1	415	2	2
CP047912.1	415	1	1
CP047913.1	415	7	7
CP047914.1	415	3	3
CP047915.1	415	17	17
CP047902.1	416	4	4
CP047903.1	416	11	11
CP047904.1	416	5	5
CP047905.1	416	3	3
CP047906.1	416	13	13
CP047907.1	416	6	6
CP047908.1	416	3	3
CP047909.1	416	1	1
CP047910.1	416	2	2
CP047911.1	416	4	4
CP047912.1	416	4	4
CP047913.1	416	4	4
CP047914.1	416	2	2
CP047915.1	416	9	9
CP047902.1	417	8	8
CP047903.1	417	9	9
CP047904.1	417	10	10
CP047905.1	417	2	2
CP047906.1	417	17	17
CP047907.1	417	5	5
CP047908.1	417	1	1
CP047909.1	417	3	3
CP047910.1	417	6	6
CP047911.1	417	9	9
CP047912.1	417	5	5
CP047913.1	417	4	4
CP047914.1	417	4	4
CP047915.1	417	18	18
CP047902.1	418	4	4
CP047903.1	418	9	9
CP047904.1	418	7	7
CP047905.1	418	2	2
CP047906.1	418	8	8
CP047907.1	418	5	5
CP047908.1	418	2	2
CP047909.1	418	1	1
CP047910.1	418	3	3
CP047911.1	418	6	6
CP047912.1	418	3	3
CP047913.1	418	3	3
CP047914.1	418	2	2
CP047915.1	418	15	15
CP047902.1	419	3	3
CP047903.1	419	11	11
CP047904.1	419	8	8
CP047905.1	419	1	1
CP047906.1	419	14	14
CP047907.1	419	7	7
CP047908.1	419	3	3
CP047909.1	419	2	2
CP047910.1	419	3	3
CP047911.1	419	6	6
CP047912.1	419	1	1
CP047913.1	419	2	2
CP047915.1	419	8	8
CP047902.1	42	374	374
CP047903.1	42	232	232
CP047904.1	42	348	348
CP047905.1	42	391	391
CP047906.1	42	298	298
CP047907.1	42	488	488
CP047908.1	42	452	452
CP047909.1	42	285	285
CP047910.1	42	347	347
CP047911.1	42	257	257
CP047912.1	42	438	438
CP047913.1	42	97	97
CP047914.1	42	306	306
CP047915.1	42	302	302
CP047902.1	420	1	1
CP047903.1	420	11	11
CP047904.1	420	9	9
CP047905.1	420	3	3
CP047906.1	420	22	22
CP047907.1	420	6	6
CP047908.1	420	1	1
CP047909.1	420	5	5
CP047910.1	420	2	2
CP047911.1	420	7	7
CP047912.1	420	4	4
CP047914.1	420	9	9
CP047915.1	420	15	15
CP047902.1	421	2	2
CP047903.1	421	12	12
CP047904.1	421	10	10
CP047906.1	421	11	11
CP047907.1	421	3	3
CP047908.1	421	1	1
CP047909.1	421	2	2
CP047911.1	421	3	3
CP047912.1	421	6	6
CP047913.1	421	6	6
CP047914.1	421	5	5
CP047915.1	421	21	21
CP047902.1	422	6	6
CP047903.1	422	6	6
CP047904.1	422	10	10
CP047906.1	422	20	20
CP047907.1	422	8	8
CP047909.1	422	8	8
CP047910.1	422	1	1
CP047911.1	422	6	6
CP047912.1	422	4	4
CP047913.1	422	1	1
CP047914.1	422	1	1
CP047915.1	422	11	11
CP047902.1	423	5	5
CP047903.1	423	7	7
CP047904.1	423	6	6
CP047905.1	423	6	6
CP047906.1	423	12	12
CP047907.1	423	8	8
CP047908.1	423	1	1
CP047909.1	423	6	6
CP047911.1	423	4	4
CP047912.1	423	5	5
CP047913.1	423	1	1
CP047914.1	423	11	11
CP047915.1	423	12	12
CP047902.1	424	1	1
CP047903.1	424	11	11
CP047904.1	424	8	8
CP047905.1	424	3	3
CP047906.1	424	10	10
CP047907.1	424	7	7
CP047908.1	424	3	3
CP047909.1	424	7	7
CP047910.1	424	2	2
CP047911.1	424	7	7
CP047912.1	424	3	3
CP047913.1	424	1	1
CP047914.1	424	6	6
CP047915.1	424	15	15
CP047902.1	425	4	4
CP047903.1	425	8	8
CP047904.1	425	11	11
CP047905.1	425	2	2
CP047906.1	425	14	14
CP047907.1	425	8	8
CP047909.1	425	6	6
CP047910.1	425	1	1
CP047911.1	425	7	7
CP047912.1	425	4	4
CP047913.1	425	1	1
CP047914.1	425	13	13
CP047915.1	425	13	13
CP047902.1	426	1	1
CP047903.1	426	13	13
CP047904.1	426	7	7
CP047905.1	426	1	1
CP047906.1	426	25	25
CP047907.1	426	3	3
CP047909.1	426	5	5
CP047910.1	426	1	1
CP047911.1	426	7	7
CP047912.1	426	6	6
CP047913.1	426	3	3
CP047914.1	426	4	4
CP047915.1	426	16	16
CP047902.1	427	2	2
CP047903.1	427	18	18
CP047904.1	427	12	12
CP047905.1	427	3	3
CP047906.1	427	16	16
CP047907.1	427	3	3
CP047908.1	427	1	1
CP047909.1	427	5	5
CP047911.1	427	4	4
CP047912.1	427	7	7
CP047913.1	427	4	4
CP047914.1	427	6	6
CP047915.1	427	9	9
CP047902.1	428	2	2
CP047903.1	428	24	24
CP047904.1	428	6	6
CP047905.1	428	2	2
CP047906.1	428	26	26
CP047907.1	428	3	3
CP047909.1	428	4	4
CP047910.1	428	2	2
CP047911.1	428	3	3
CP047912.1	428	2	2
CP047913.1	428	2	2
CP047914.1	428	11	11
CP047915.1	428	7	7
CP047902.1	429	2	2
CP047903.1	429	16	16
CP047904.1	429	4	4
CP047905.1	429	2	2
CP047906.1	429	18	18
CP047907.1	429	4	4
CP047908.1	429	2	2
CP047909.1	429	10	10
CP047912.1	429	2	2
CP047913.1	429	9	9
CP047914.1	429	7	7
CP047915.1	429	5	5
CP047902.1	43	319	319
CP047903.1	43	283	283
CP047904.1	43	366	366
CP047905.1	43	390	390
CP047906.1	43	249	249
CP047907.1	43	449	449
CP047908.1	43	381	381
CP047909.1	43	274	274
CP047910.1	43	318	318
CP047911.1	43	231	231
CP047912.1	43	465	465
CP047913.1	43	126	126
CP047914.1	43	343	343
CP047915.1	43	281	281
CP047903.1	430	13	13
CP047904.1	430	4	4
CP047905.1	430	2	2
CP047906.1	430	22	22
CP047907.1	430	2	2
CP047908.1	430	2	2
CP047909.1	430	2	2
CP047910.1	430	2	2
CP047911.1	430	2	2
CP047912.1	430	3	3
CP047913.1	430	3	3
CP047914.1	430	5	5
CP047915.1	430	3	3
CP047902.1	431	4	4
CP047903.1	431	15	15
CP047904.1	431	7	7
CP047905.1	431	4	4
CP047906.1	431	12	12
CP047907.1	431	2	2
CP047909.1	431	8	8
CP047910.1	431	4	4
CP047911.1	431	5	5
CP047912.1	431	1	1
CP047913.1	431	8	8
CP047914.1	431	1	1
CP047915.1	431	4	4
CP047902.1	432	2	2
CP047903.1	432	13	13
CP047904.1	432	5	5
CP047905.1	432	6	6
CP047906.1	432	10	10
CP047907.1	432	5	5
CP047908.1	432	1	1
CP047909.1	432	4	4
CP047911.1	432	5	5
CP047912.1	432	2	2
CP047913.1	432	6	6
CP047914.1	432	6	6
CP047915.1	432	4	4
CP047902.1	433	2	2
CP047903.1	433	14	14
CP047904.1	433	2	2
CP047905.1	433	5	5
CP047906.1	433	8	8
CP047907.1	433	4	4
CP047908.1	433	3	3
CP047909.1	433	1	1
CP047911.1	433	3	3
CP047912.1	433	3	3
CP047913.1	433	1	1
CP047914.1	433	1	1
CP047915.1	433	1	1
CP047902.1	434	5	5
CP047903.1	434	12	12
CP047904.1	434	8	8
CP047905.1	434	2	2
CP047906.1	434	9	9
CP047907.1	434	2	2
CP047908.1	434	1	1
CP047909.1	434	2	2
CP047911.1	434	3	3
CP047913.1	434	6	6
CP047914.1	434	1	1
CP047915.1	434	3	3
CP047903.1	435	15	15
CP047904.1	435	2	2
CP047905.1	435	6	6
CP047906.1	435	10	10
CP047907.1	435	5	5
CP047909.1	435	3	3
CP047911.1	435	3	3
CP047913.1	435	9	9
CP047914.1	435	1	1
CP047915.1	435	1	1
CP047902.1	436	7	7
CP047903.1	436	10	10
CP047904.1	436	1	1
CP047905.1	436	1	1
CP047906.1	436	3	3
CP047908.1	436	2	2
CP047909.1	436	1	1
CP047911.1	436	3	3
CP047912.1	436	2	2
CP047913.1	436	10	10
CP047914.1	436	1	1
CP047915.1	436	3	3
CP047902.1	437	3	3
CP047903.1	437	12	12
CP047904.1	437	1	1
CP047905.1	437	2	2
CP047906.1	437	5	5
CP047909.1	437	1	1
